Date,Open,High,Low,Close,Volume,Election_date,3M_before,Close_3M_before,3M_UP_DOWN,6M_before,Close_6M_before,6M_UP_DOWN,9M_before,Close_9M_before,9M_UP_DOWN,12_before,Close_12_before,12M_UP_DOWN,15_before,Close_15_before
14/05/23,874.179993,874.179993,874.179993,874.18 ,0,,14/02/23,,,13/11/23,,,13/08/23,755.859985,1,13/05/23,742.700012,0,13/02/23,
14/05/26,885.130005,885.130005,885.130005,885.13 ,0,1,14/02/26,866.369995,0,13/11/26,832.109985,1,13/08/26,756.97998,1,13/05/26,,,13/02/26,680.030029
14/05/27,889.429993,889.429993,889.429993,889.43 ,0,1,14/02/27,860.52002,0,13/11/27,836.950012,1,13/08/27,740.140015,0,13/05/27,745.780029,1,13/02/27,686.469971
14/05/28,889.280029,889.280029,889.280029,889.28 ,0,1,14/02/28,869.309998,0,13/11/28,839.77002,1,13/08/28,732.200012,0,13/05/28,754.570007,1,13/02/28,692.130005
14/05/29,889.47998,889.47998,889.47998,889.48 ,0,1,14/02/28,869.309998,0,13/11/29,841.590027,1,13/08/29,736.109985,0,13/05/29,742.309998,1,13/02/28,692.130005
14/05/30,889.900024,889.900024,889.900024,889.90 ,0,1,14/02/28,869.309998,0,13/11/30,,,13/08/30,728.72998,0,13/05/30,747.219971,1,13/02/28,692.130005
14/06/02,890.909973,890.909973,890.909973,890.91 ,0,,14/03/02,,,13/12/02,841.590027,1,13/09/02,741.210022,1,13/06/02,,,13/03/02,
14/06/03,887.76001,887.76001,887.76001,887.76 ,0,1,14/03/03,840.77002,0,13/12/03,825.72998,1,13/09/03,735.809998,0,13/06/03,737.380005,0,13/03/03,
14/06/04,888.219971,888.219971,888.219971,888.22 ,0,1,14/03/04,860.780029,0,13/12/04,818.780029,1,13/09/04,736.690002,0,13/06/04,738.650024,1,13/03/04,687.210022
14/06/05,890.52002,890.52002,890.52002,890.52 ,0,1,14/03/05,857.52002,0,13/12/05,813.780029,1,13/09/05,740.460022,1,13/06/05,729.900024,1,13/03/05,701.869995
14/06/06,894.909973,894.909973,894.909973,894.91 ,0,1,14/03/06,858.26001,0,13/12/06,821.140015,1,13/09/06,743.059998,1,13/06/06,722,1,13/03/06,705.679993
14/06/09,896.919983,896.919983,896.919983,896.92 ,0,,14/03/09,,,13/12/09,823.559998,1,13/09/09,743.599976,1,13/06/09,,,13/03/09,
14/06/10,898.320007,898.320007,898.320007,898.32 ,0,1,14/03/10,834.840027,0,13/12/10,817.219971,1,13/09/10,758,1,13/06/10,738.909973,0,13/03/10,
14/06/11,891.52002,891.52002,891.52002,891.52 ,0,1,14/03/11,837.900024,0,13/12/11,813.98999,1,13/09/11,762.030029,1,13/06/11,731.530029,1,13/03/11,710.619995
14/06/12,891.380005,891.380005,891.380005,891.38 ,0,1,14/03/12,826.950012,0,13/12/12,808.039978,1,13/09/12,761.859985,1,13/06/12,725.710022,1,13/03/12,709.280029
14/06/13,887.950012,887.950012,887.950012,887.95 ,0,1,14/03/13,812.890015,0,13/12/13,806.969971,1,13/09/13,763.359985,1,13/06/13,721.419983,1,13/03/13,709.669983
14/06/16,885.190002,885.190002,885.190002,885.19 ,0,,14/03/16,,,13/12/16,819.849976,1,13/09/16,772.419983,1,13/06/16,,,13/03/16,
14/06/17,888.669983,888.669983,888.669983,888.67 ,0,1,14/03/17,826.909973,0,13/12/17,814.390015,1,13/09/17,770.47998,1,13/06/17,732.130005,0,13/03/17,
14/06/18,889.72998,889.72998,889.72998,889.73 ,0,1,14/03/18,832.5,0,13/12/18,822.26001,1,13/09/18,773.830017,1,13/06/18,733.669983,1,13/03/18,713.119995
14/06/19,895.869995,895.869995,895.869995,895.87 ,0,1,14/03/19,835.200012,0,13/12/19,834.929993,1,13/09/19,778.059998,1,13/06/19,731.289978,1,13/03/19,707.669983
14/06/20,894.72998,894.72998,894.72998,894.73 ,0,1,14/03/20,835.48999,1,13/12/20,840.22998,1,13/09/20,776.200012,1,13/06/20,708.580017,0,13/03/20,711.539978
14/06/23,888.840027,888.840027,888.840027,888.84 ,0,,14/03/23,,,13/12/23,847.559998,1,13/09/23,773.150024,1,13/06/23,,,13/03/23,
14/06/24,889.900024,889.900024,889.900024,889.90 ,0,1,14/03/24,825.130005,0,13/12/24,,,13/09/24,775.48999,1,13/06/24,686.679993,0,13/03/24,
14/06/25,883.200012,883.200012,883.200012,883.20 ,0,1,14/03/25,837.640015,0,13/12/25,,,13/09/25,775.719971,1,13/06/25,697.369995,0,13/03/25,701.309998
14/06/26,878.539978,878.539978,878.539978,878.54 ,0,1,14/03/26,846.76001,0,13/12/26,,,13/09/26,775.780029,1,13/06/26,708.309998,1,13/03/26,702.450012
14/06/27,879.719971,879.719971,879.719971,879.72 ,0,1,14/03/27,846.940002,1,13/12/27,855.97998,1,13/09/27,775.909973,1,13/06/27,713.5,1,13/03/27,694.530029
14/06/30,881.169983,881.169983,881.169983,881.17 ,0,,14/03/30,,,13/12/30,853.140015,1,13/09/30,770.590027,1,13/06/30,,,13/03/30,
14/07/01,886.559998,886.559998,886.559998,886.56 ,0,1,14/04/01,861.219971,0,14/01/01,,,13/10/01,778.409973,1,13/07/01,713.27002,0,13/04/01,
14/07/02,887.72998,887.72998,887.72998,887.73 ,0,1,14/04/02,863.090027,0,14/01/02,841.289978,1,13/10/02,773.72998,1,13/07/02,707.400024,0,13/04/02,708.090027
14/07/03,897.559998,897.559998,897.559998,897.56 ,0,1,14/04/03,863.52002,0,14/01/03,845.200012,1,13/10/03,,,13/07/03,700.23999,0,13/04/03,702.539978
14/07/04,895.640015,895.640015,895.640015,895.64 ,0,1,14/04/04,869.049988,0,14/01/04,,,13/10/04,772.97998,1,13/07/04,714.309998,1,13/04/04,696.48999
14/07/07,886.650024,886.650024,886.650024,886.65 ,0,1,14/04/07,853.090027,0,14/01/07,850.690002,1,13/10/07,770.299988,1,13/07/07,,,13/04/07,
14/07/08,874.669983,874.669983,874.669983,874.67 ,0,1,14/04/08,849.799988,1,14/01/08,850.26001,1,13/10/08,767.51001,1,13/07/08,712.669983,1,13/04/08,683.77002
14/07/09,876.809998,876.809998,876.809998,876.81 ,0,1,14/04/09,852.75,0,14/01/09,844.530029,1,13/10/09,763.73999,1,13/07/09,720.599976,1,13/04/09,681.820007
14/07/10,864.26001,864.26001,864.26001,864.26 ,0,1,14/04/10,848.419983,1,14/01/10,849.450012,1,13/10/10,778.059998,1,13/07/10,719.799988,1,13/04/10,696.859985
14/07/11,865.119995,865.119995,865.119995,865.12 ,0,1,14/04/11,836.23999,0,14/01/11,,,13/10/11,781.25,1,13/07/11,728.869995,1,13/04/11,702.640015
14/07/14,875.450012,875.450012,875.450012,875.45 ,0,1,14/04/14,836.26001,1,14/01/14,854.76001,1,13/10/14,781.25,1,13/07/14,,,13/04/14,
14/07/15,869.299988,869.299988,869.299988,869.30 ,0,1,14/04/15,821.919983,1,14/01/15,870.799988,1,13/10/15,788.75,1,13/07/15,734.789978,1,13/04/15,688.960022
14/07/16,881.049988,881.049988,881.049988,881.05 ,0,1,14/04/16,835.099976,1,14/01/16,869.960022,1,13/10/16,791.849976,1,13/07/16,732.039978,1,13/04/16,686.169983
14/07/17,872.890015,872.890015,872.890015,872.89 ,0,1,14/04/17,843.330017,1,14/01/17,872.159973,1,13/10/17,789.619995,1,13/07/17,736.01001,1,13/04/17,670.969971
14/07/18,869.690002,869.690002,869.690002,869.69 ,0,,14/04/18,,,14/01/18,,,13/10/18,795.109985,1,13/07/18,743.710022,1,13/04/18,668.390015
14/07/21,860.460022,860.460022,860.460022,860.46 ,0,,14/04/21,,,14/01/21,871.200012,1,13/10/21,796.409973,1,13/07/21,,,13/04/21,
14/07/22,870.400024,870.400024,870.400024,870.40 ,0,1,14/04/22,859.890015,1,14/01/22,870.640015,1,13/10/22,802.76001,1,13/07/22,742.799988,1,13/04/22,669.880005
14/07/23,872.23999,872.23999,872.23999,872.24 ,0,1,14/04/23,855.109985,1,14/01/23,863.109985,1,13/10/23,800.419983,1,13/07/23,741.349976,1,13/04/23,685.130005
14/07/24,875.789978,875.789978,875.789978,875.79 ,0,1,14/04/24,855.400024,0,14/01/24,841.900024,1,13/10/24,805.219971,1,13/07/24,746.840027,1,13/04/24,693.080017
14/07/25,863.179993,863.179993,863.179993,863.18 ,0,1,14/04/25,842.789978,0,14/01/25,,,13/10/25,805.530029,1,13/07/25,740.929993,1,13/04/25,699.039978
14/07/28,858.380005,858.380005,858.380005,858.38 ,0,1,14/04/28,846.01001,0,14/01/28,843.289978,1,13/10/28,804.77002,1,13/07/28,,,13/04/28,
14/07/29,862.849976,862.849976,862.849976,862.85 ,0,1,14/04/29,857.179993,0,14/01/29,837.150024,1,13/10/29,808.159973,1,13/07/29,737.929993,1,13/04/29,702.190002
14/07/30,857.460022,857.460022,857.460022,857.46 ,0,0,14/04/30,858.51001,0,14/01/30,839.719971,1,13/10/30,808.26001,1,13/07/30,739.690002,1,13/04/30,705.549988
14/07/31,840.719971,840.719971,840.719971,840.72 ,0,0,14/04/30,858.51001,0,14/01/31,834.359985,1,13/10/31,810.47998,1,13/07/31,740.140015,1,13/04/30,705.549988
14/08/01,824.440002,824.440002,824.440002,824.44 ,0,,14/05/01,,,14/02/01,,,13/11/01,808.940002,1,13/08/01,751.73999,0,13/05/01,
14/08/04,819.539978,819.539978,819.539978,819.54 ,0,,14/05/04,,,14/02/04,819.570007,1,13/11/04,811.76001,1,13/08/04,,,13/05/04,
14/08/05,822.210022,822.210022,822.210022,822.21 ,0,0,14/05/05,852.679993,0,14/02/05,819.070007,1,13/11/05,809.330017,1,13/08/05,751.599976,0,13/05/05,
14/08/06,816.429993,816.429993,816.429993,816.43 ,0,0,14/05/06,847.909973,0,14/02/06,831.75,1,13/11/06,812.75,1,13/08/06,743.890015,1,13/05/06,722.039978
14/08/07,809.23999,809.23999,809.23999,809.24 ,0,0,14/05/07,851.72998,0,14/02/07,835.719971,1,13/11/07,815.01001,1,13/08/07,741,1,13/05/07,727.72998
14/08/08,806.140015,806.140015,806.140015,806.14 ,0,0,14/05/08,860.159973,0,14/02/08,,,13/11/08,814.090027,1,13/08/08,746.159973,1,13/05/08,733.380005
14/08/11,822.109985,822.109985,822.109985,822.11 ,0,,14/05/11,,,14/02/11,850.700012,1,13/11/11,817.210022,1,13/08/11,,,13/05/11,
14/08/12,812.640015,812.640015,812.640015,812.64 ,0,0,14/05/12,869.039978,0,14/02/12,856.309998,1,13/11/12,814.01001,1,13/08/12,750.27002,0,13/05/12,
14/08/13,822.950012,822.950012,822.950012,822.95 ,0,0,14/05/13,872.349976,0,14/02/13,860.869995,1,13/11/13,811.429993,1,13/08/13,755.090027,1,13/05/13,736.049988
14/08/14,825.76001,825.76001,825.76001,825.76 ,0,0,14/05/14,872.099976,0,14/02/14,866.570007,1,13/11/14,819.840027,1,13/08/14,757.450012,1,13/05/14,741.419983
14/08/15,815.099976,815.099976,815.099976,815.10 ,0,0,14/05/15,863.47998,0,14/02/15,,,13/11/15,821.780029,1,13/08/15,751.710022,1,13/05/15,743.599976
14/08/18,827.940002,827.940002,827.940002,827.94 ,0,,14/05/18,,,14/02/18,867.27002,1,13/11/18,826.880005,1,13/08/18,,,13/05/18,
14/08/19,835.900024,835.900024,835.900024,835.90 ,0,0,14/05/19,863.26001,1,14/02/19,867.330017,1,13/11/19,824.51001,1,13/08/19,750.98999,0,13/05/19,
14/08/20,833.960022,833.960022,833.960022,833.96 ,0,0,14/05/20,861.919983,1,14/02/20,863.190002,1,13/11/20,825.159973,1,13/08/20,745.23999,0,13/05/20,752
14/08/21,841.450012,841.450012,841.450012,841.45 ,0,0,14/05/21,866.98999,0,14/02/21,866.789978,1,13/11/21,824.219971,1,13/08/21,744.030029,0,13/05/21,753.440002
14/08/22,836.72998,836.72998,836.72998,836.73 ,0,0,14/05/22,869.619995,0,14/02/22,,,13/11/22,826.219971,1,13/08/22,753.799988,0,13/05/22,758.219971
14/08/25,850.609985,850.609985,850.609985,850.61 ,0,,14/05/25,,,14/02/25,869.799988,1,13/11/25,833.01001,1,13/08/25,,,13/05/25,
14/08/26,856.72998,856.72998,856.72998,856.73 ,0,0,14/05/26,885.130005,0,14/02/26,866.369995,1,13/11/26,832.109985,1,13/08/26,756.97998,0,13/05/26,
14/08/27,855.669983,855.669983,855.669983,855.67 ,0,0,14/05/27,889.429993,0,14/02/27,860.52002,1,13/11/27,836.950012,1,13/08/27,740.140015,0,13/05/27,745.780029
14/08/28,846.22998,846.22998,846.22998,846.23 ,0,0,14/05/28,889.280029,0,14/02/28,869.309998,1,13/11/28,839.77002,1,13/08/28,732.200012,0,13/05/28,754.570007
14/08/29,846.530029,846.530029,846.530029,846.53 ,0,0,14/05/29,889.47998,0,14/02/28,869.309998,1,13/11/29,841.590027,1,13/08/29,736.109985,0,13/05/29,742.309998
14/09/01,847.179993,847.179993,847.179993,847.18 ,0,,14/06/01,,,14/03/01,,,13/12/01,,,13/09/01,,,13/06/01,
14/09/02,849.679993,849.679993,849.679993,849.68 ,0,0,14/06/02,890.909973,0,14/03/02,,,13/12/02,841.590027,1,13/09/02,741.210022,0,13/06/02,
14/09/03,859.52002,859.52002,859.52002,859.52 ,0,0,14/06/03,887.76001,0,14/03/03,840.77002,1,13/12/03,825.72998,1,13/09/03,735.809998,0,13/06/03,737.380005
14/09/04,867.450012,867.450012,867.450012,867.45 ,0,0,14/06/04,888.219971,0,14/03/04,860.780029,1,13/12/04,818.780029,1,13/09/04,736.690002,0,13/06/04,738.650024
14/09/05,869.070007,869.070007,869.070007,869.07 ,0,0,14/06/05,890.52002,0,14/03/05,857.52002,1,13/12/05,813.780029,1,13/09/05,740.460022,1,13/06/05,729.900024
14/09/08,869.960022,869.960022,869.960022,869.96 ,0,,14/06/08,,,14/03/08,,,13/12/08,,,13/09/08,,,13/06/08,
14/09/09,865.859985,865.859985,865.859985,865.86 ,0,0,14/06/09,896.919983,0,14/03/09,,,13/12/09,823.559998,1,13/09/09,743.599976,0,13/06/09,
14/09/10,864.080017,864.080017,864.080017,864.08 ,0,0,14/06/10,898.320007,0,14/03/10,834.840027,1,13/12/10,817.219971,1,13/09/10,758,1,13/06/10,738.909973
14/09/11,863.380005,863.380005,863.380005,863.38 ,0,0,14/06/11,891.52002,0,14/03/11,837.900024,1,13/12/11,813.98999,1,13/09/11,762.030029,1,13/06/11,731.530029
14/09/12,860.650024,860.650024,860.650024,860.65 ,0,0,14/06/12,891.380005,0,14/03/12,826.950012,1,13/12/12,808.039978,1,13/09/12,761.859985,1,13/06/12,725.710022
14/09/15,860.809998,860.809998,860.809998,860.81 ,0,,14/06/15,,,14/03/15,,,13/12/15,,,13/09/15,,,13/06/15,
14/09/16,857.710022,857.710022,857.710022,857.71 ,0,0,14/06/16,885.190002,0,14/03/16,,,13/12/16,819.849976,1,13/09/16,772.419983,0,13/06/16,
14/09/17,860.630005,860.630005,860.630005,860.63 ,0,0,14/06/17,888.669983,0,14/03/17,826.909973,1,13/12/17,814.390015,1,13/09/17,770.47998,1,13/06/17,732.130005
14/09/18,871.390015,871.390015,871.390015,871.39 ,0,0,14/06/18,889.72998,0,14/03/18,832.5,1,13/12/18,822.26001,1,13/09/18,773.830017,1,13/06/18,733.669983
14/09/19,871.47998,871.47998,871.47998,871.48 ,0,0,14/06/19,895.869995,0,14/03/19,835.200012,1,13/12/19,834.929993,1,13/09/19,778.059998,1,13/06/19,731.289978
14/09/22,867.469971,867.469971,867.469971,867.47 ,0,,14/06/22,,,14/03/22,,,13/12/22,,,13/09/22,,,13/06/22,
14/09/23,853.950012,853.950012,853.950012,853.95 ,0,0,14/06/23,888.840027,0,14/03/23,,,13/12/23,847.559998,1,13/09/23,773.150024,0,13/06/23,
14/09/24,858.809998,858.809998,858.809998,858.81 ,0,0,14/06/24,889.900024,0,14/03/24,825.130005,1,13/12/24,,,13/09/24,775.48999,1,13/06/24,686.679993
14/09/25,846.929993,846.929993,846.929993,846.93 ,0,0,14/06/25,883.200012,0,14/03/25,837.640015,1,13/12/25,,,13/09/25,775.719971,1,13/06/25,697.369995
14/09/26,845.450012,845.450012,845.450012,845.45 ,0,0,14/06/26,878.539978,0,14/03/26,846.76001,1,13/12/26,,,13/09/26,775.780029,1,13/06/26,708.309998
14/09/29,840.210022,840.210022,840.210022,840.21 ,0,,14/06/29,,,14/03/29,,,13/12/29,,,13/09/29,,,13/06/29,
14/09/30,844.570007,844.570007,844.570007,844.57 ,0,0,14/06/30,881.169983,0,14/03/30,,,13/12/30,853.140015,1,13/09/30,770.590027,0,13/06/30,
14/10/01,836.48999,836.48999,836.48999,836.49 ,0,0,14/07/01,886.559998,0,14/04/01,861.219971,1,14/01/01,,,13/10/01,778.409973,1,13/07/01,713.27002
14/10/02,820.419983,820.419983,820.419983,820.42 ,0,0,14/07/02,887.72998,0,14/04/02,863.090027,1,14/01/02,841.289978,1,13/10/02,773.72998,1,13/07/02,707.400024
14/10/06,822.159973,822.159973,822.159973,822.16 ,0,,14/07/06,,,14/04/06,,,14/01/06,844.559998,1,13/10/06,,,13/07/06,
14/10/07,811.169983,811.169983,811.169983,811.17 ,0,0,14/07/07,886.650024,0,14/04/07,853.090027,1,14/01/07,850.690002,1,13/10/07,770.299988,0,13/07/07,
14/10/08,802.880005,802.880005,802.880005,802.88 ,0,0,14/07/08,874.669983,0,14/04/08,849.799988,0,14/01/08,850.26001,1,13/10/08,767.51001,1,13/07/08,712.669983
14/10/09,802.890015,802.890015,802.890015,802.89 ,0,0,14/07/09,876.809998,0,14/04/09,852.75,1,14/01/09,844.530029,1,13/10/09,763.73999,1,13/07/09,720.599976
14/10/10,784.469971,784.469971,784.469971,784.47 ,0,0,14/07/10,864.26001,0,14/04/10,848.419983,0,14/01/10,849.450012,1,13/10/10,778.059998,1,13/07/10,719.799988
14/10/13,785.76001,785.76001,785.76001,785.76 ,0,,14/07/13,,,14/04/13,,,14/01/13,853.309998,1,13/10/13,,,13/07/13,
14/10/14,787.429993,787.429993,787.429993,787.43 ,0,0,14/07/14,875.450012,0,14/04/14,836.26001,0,14/01/14,854.76001,1,13/10/14,781.25,0,13/07/14,
14/10/15,766.349976,766.349976,766.349976,766.35 ,0,0,14/07/15,869.299988,0,14/04/15,821.919983,0,14/01/15,870.799988,1,13/10/15,788.75,1,13/07/15,734.789978
14/10/16,767.059998,767.059998,767.059998,767.06 ,0,0,14/07/16,881.049988,0,14/04/16,835.099976,0,14/01/16,869.960022,1,13/10/16,791.849976,1,13/07/16,732.039978
14/10/17,791.280029,791.280029,791.280029,791.28 ,0,0,14/07/17,872.890015,0,14/04/17,843.330017,0,14/01/17,872.159973,1,13/10/17,789.619995,1,13/07/17,736.01001
14/10/20,780.26001,780.26001,780.26001,780.26 ,0,,14/07/20,,,14/04/20,,,14/01/20,869.940002,1,13/10/20,,,13/07/20,
14/10/21,795.419983,795.419983,795.419983,795.42 ,0,0,14/07/21,860.460022,0,14/04/21,,,14/01/21,871.200012,1,13/10/21,796.409973,0,13/07/21,
14/10/22,801.22998,801.22998,801.22998,801.23 ,0,0,14/07/22,870.400024,0,14/04/22,859.890015,0,14/01/22,870.640015,1,13/10/22,802.76001,1,13/07/22,742.799988
14/10/23,809.77002,809.77002,809.77002,809.77 ,0,0,14/07/23,872.23999,0,14/04/23,855.109985,0,14/01/23,863.109985,1,13/10/23,800.419983,1,13/07/23,741.349976
14/10/24,804.650024,804.650024,804.650024,804.65 ,0,0,14/07/24,875.789978,0,14/04/24,855.400024,1,14/01/24,841.900024,1,13/10/24,805.219971,1,13/07/24,746.840027
14/10/27,797.140015,797.140015,797.140015,797.14 ,0,,14/07/27,,,14/04/27,,,14/01/27,836.820007,1,13/10/27,,,13/07/27,
14/10/28,810.619995,810.619995,810.619995,810.62 ,0,0,14/07/28,858.380005,0,14/04/28,846.01001,1,14/01/28,843.289978,1,13/10/28,804.77002,0,13/07/28,
14/10/29,812.789978,812.789978,812.789978,812.79 ,0,0,14/07/29,862.849976,0,14/04/29,857.179993,1,14/01/29,837.150024,1,13/10/29,808.159973,1,13/07/29,737.929993
14/10/30,816.22998,816.22998,816.22998,816.23 ,0,0,14/07/30,857.460022,1,14/04/30,858.51001,1,14/01/30,839.719971,1,13/10/30,808.26001,1,13/07/30,739.690002
14/10/31,833.98999,833.98999,833.98999,833.99 ,0,0,14/07/31,840.719971,1,14/04/30,858.51001,1,14/01/31,834.359985,1,13/10/31,810.47998,1,13/07/31,740.140015
14/11/03,828.77002,828.77002,828.77002,828.77 ,0,,14/08/03,,,14/05/03,,,14/02/03,824.140015,1,13/11/03,,,13/08/03,
14/11/04,821.48999,821.48999,821.48999,821.49 ,0,1,14/08/04,819.539978,0,14/05/04,,,14/02/04,819.570007,1,13/11/04,811.76001,0,13/08/04,
14/11/05,833.830017,833.830017,833.830017,833.83 ,0,1,14/08/05,822.210022,1,14/05/05,852.679993,1,14/02/05,819.070007,1,13/11/05,809.330017,1,13/08/05,751.599976
14/11/06,838.859985,838.859985,838.859985,838.86 ,0,1,14/08/06,816.429993,1,14/05/06,847.909973,1,14/02/06,831.75,1,13/11/06,812.75,1,13/08/06,743.890015
14/11/07,832.25,832.25,832.25,832.25 ,0,1,14/08/07,809.23999,1,14/05/07,851.72998,1,14/02/07,835.719971,1,13/11/07,815.01001,1,13/08/07,741
14/11/10,837.929993,837.929993,837.929993,837.93 ,0,,14/08/10,,,14/05/10,,,14/02/10,835.320007,1,13/11/10,,,13/08/10,
14/11/11,839.419983,839.419983,839.419983,839.42 ,0,1,14/08/11,822.109985,0,14/05/11,,,14/02/11,850.700012,1,13/11/11,817.210022,0,13/08/11,
14/11/12,826.419983,826.419983,826.419983,826.42 ,0,1,14/08/12,812.640015,1,14/05/12,869.039978,1,14/02/12,856.309998,1,13/11/12,814.01001,1,13/08/12,750.27002
14/11/13,829.559998,829.559998,829.559998,829.56 ,0,1,14/08/13,822.950012,1,14/05/13,872.349976,1,14/02/13,860.869995,1,13/11/13,811.429993,1,13/08/13,755.090027
14/11/14,830.070007,830.070007,830.070007,830.07 ,0,1,14/08/14,825.76001,1,14/05/14,872.099976,1,14/02/14,866.570007,1,13/11/14,819.840027,1,13/08/14,757.450012
14/11/17,834.840027,834.840027,834.840027,834.84 ,0,,14/08/17,,,14/05/17,,,14/02/17,867.390015,1,13/11/17,,,13/08/17,
14/11/18,847.52002,847.52002,847.52002,847.52 ,0,1,14/08/18,827.940002,0,14/05/18,,,14/02/18,867.27002,1,13/11/18,826.880005,0,13/08/18,
14/11/19,849.340027,849.340027,849.340027,849.34 ,0,1,14/08/19,835.900024,1,14/05/19,863.26001,0,14/02/19,867.330017,1,13/11/19,824.51001,1,13/08/19,750.98999
14/11/20,850.669983,850.669983,850.669983,850.67 ,0,1,14/08/20,833.960022,1,14/05/20,861.919983,0,14/02/20,863.190002,1,13/11/20,825.159973,1,13/08/20,745.23999
14/11/21,871.080017,871.080017,871.080017,871.08 ,0,1,14/08/21,841.450012,1,14/05/21,866.98999,1,14/02/21,866.789978,1,13/11/21,824.219971,1,13/08/21,744.030029
14/11/24,876.23999,876.23999,876.23999,876.24 ,0,,14/08/24,,,14/05/24,,,14/02/24,870.599976,1,13/11/24,,,13/08/24,
14/11/25,882.109985,882.109985,882.109985,882.11 ,0,1,14/08/25,850.609985,0,14/05/25,,,14/02/25,869.799988,1,13/11/25,833.01001,0,13/08/25,
14/11/26,886.289978,886.289978,886.289978,886.29 ,0,1,14/08/26,856.72998,1,14/05/26,885.130005,1,14/02/26,866.369995,1,13/11/26,832.109985,1,13/08/26,756.97998
14/11/27,891.179993,891.179993,891.179993,891.18 ,0,1,14/08/27,855.669983,1,14/05/27,889.429993,1,14/02/27,860.52002,1,13/11/27,836.950012,1,13/08/27,740.140015
14/11/28,891.599976,891.599976,891.599976,891.60 ,0,1,14/08/28,846.22998,1,14/05/28,889.280029,1,14/02/28,869.309998,1,13/11/28,839.77002,1,13/08/28,732.200012
14/12/01,889.929993,889.929993,889.929993,889.93 ,0,1,14/09/01,847.179993,0,14/06/01,,,14/03/01,,,13/12/01,,,13/09/01,
14/12/02,887.469971,887.469971,887.469971,887.47 ,0,1,14/09/02,849.679993,1,14/06/02,890.909973,1,14/03/02,,,13/12/02,841.590027,1,13/09/02,741.210022
14/12/03,891.590027,891.590027,891.590027,891.59 ,0,1,14/09/03,859.52002,1,14/06/03,887.76001,1,14/03/03,840.77002,1,13/12/03,825.72998,1,13/09/03,735.809998
14/12/04,881.570007,881.570007,881.570007,881.57 ,0,1,14/09/04,867.450012,1,14/06/04,888.219971,1,14/03/04,860.780029,1,13/12/04,818.780029,1,13/09/04,736.690002
14/12/05,900.97998,900.97998,900.97998,900.98 ,0,1,14/09/05,869.070007,1,14/06/05,890.52002,1,14/03/05,857.52002,1,13/12/05,813.780029,1,13/09/05,740.460022
14/12/08,894.940002,894.940002,894.940002,894.94 ,0,1,14/09/08,869.960022,0,14/06/08,,,14/03/08,,,13/12/08,,,13/09/08,
14/12/09,876.280029,876.280029,876.280029,876.28 ,0,1,14/09/09,865.859985,1,14/06/09,896.919983,1,14/03/09,,,13/12/09,823.559998,1,13/09/09,743.599976
14/12/10,876.48999,876.48999,876.48999,876.49 ,0,1,14/09/10,864.080017,1,14/06/10,898.320007,1,14/03/10,834.840027,1,13/12/10,817.219971,1,13/09/10,758
14/12/11,881.549988,881.549988,881.549988,881.55 ,0,1,14/09/11,863.380005,1,14/06/11,891.52002,1,14/03/11,837.900024,1,13/12/11,813.98999,1,13/09/11,762.030029
14/12/12,859.559998,859.559998,859.559998,859.56 ,0,0,14/09/12,860.650024,1,14/06/12,891.380005,1,14/03/12,826.950012,1,13/12/12,808.039978,1,13/09/12,761.859985
14/12/15,837.98999,837.98999,837.98999,837.99 ,0,0,14/09/15,860.809998,0,14/06/15,,,14/03/15,,,13/12/15,,,13/09/15,
14/12/16,856.440002,856.440002,856.440002,856.44 ,0,0,14/09/16,857.710022,1,14/06/16,885.190002,1,14/03/16,,,13/12/16,819.849976,1,13/09/16,772.419983
14/12/17,855.369995,855.369995,855.369995,855.37 ,0,0,14/09/17,860.630005,1,14/06/17,888.669983,1,14/03/17,826.909973,1,13/12/17,814.390015,1,13/09/17,770.47998
